mol_index,smiles,edges,target_swaps_formula,target_swaps,actual_swaps
11897,CCOC(=O)CSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CC(C(C)C)OC3,65,ceil(0.5 * num_edges),33,33
11898,O=C(Nc1c(Cl)cc([N+](=O)[O-])cc1Cl)C(=O)C1C(=O)NC(=S)NC1=O,41,ceil(0.5 * num_edges),21,21
11899,CCN(CCC[Si](Cl)(Cl)Cl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,50,ceil(0.5 * num_edges),25,25
11900,C=C1CN(S(=O)(=O)c2ccc(Br)cc2)CCCN(C(=O)OCC)CCCN(S(=O)(=O)c2ccc(Br)cc2)C1,83,ceil(0.5 * num_edges),42,42
11901,CC(C)(C)c1cc(C(=O)n2ccc3cc([N+](=O)[O-])ccc32)cc(C(C)(C)C)c1,65,ceil(0.5 * num_edges),33,33
11902,COc1cc(OC)c2ncn(C/C=C3\c4ccccc4COc4ccc(C(=O)O)cc43)c2c1,71,ceil(0.5 * num_edges),36,36
11903,COc1ccc2c(C(=O)c3ccc(F)cc3)c(C)n(CC(=O)O)c2c1,52,ceil(0.5 * num_edges),26,26
11904,CCCNCc1ccc(-c2ccc(CN(CCOC)C(=O)CC3CCCC3=O)cc2)nc1,77,ceil(0.5 * num_edges),39,39
11905,CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(Cl)cccn23)n1,51,ceil(0.5 * num_edges),26,26
11906,O=C1OC(N2C(=O)CC[C@H]2C(=O)Nc2cccc(C(F)(F)F)c2)c2ccccc21,55,ceil(0.5 * num_edges),28,28
11907,Cn1c(-c2ccco2)nc2cnc(Nc3cccc(C(F)(F)F)c3)cc21,51,ceil(0.5 * num_edges),26,26
11908,CN(C(=O)NC1CCCCC1)C1CCCCC1,45,ceil(0.5 * num_edges),23,23
11909,O=C1OC(C(=O)NCc2ccccc2)Cc2ccccc21,46,ceil(0.5 * num_edges),23,23
11910,Cn1c(SCC(N)=O)nc2ccsc2c1=O,31,ceil(0.5 * num_edges),16,16
11911,C/N=C(\S)C1(c2cccnc2)CCCS1,34,ceil(0.5 * num_edges),17,17
11912,COc1ccc(CNc2nc(Nc3cc(OC)cc(OC)c3)c(C(N)=O)c3nccn23)cc1,71,ceil(0.5 * num_edges),36,36
11913,CCCCNCCOc1ccc2cc3ccc(OCCNCCCC)cc3nc2c1,74,ceil(0.5 * num_edges),37,37
11914,CN1CCN(C(=O)c2ccc3c4c([nH]c3c2)CCC(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)C4)CC1,76,ceil(0.5 * num_edges),38,38
11915,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,60,ceil(0.5 * num_edges),30,30
11916,COc1cccc(C(=O)NCc2cn3cccc(C)c3n2)c1,49,ceil(0.5 * num_edges),25,25
11917,CSCC[C@@](C)(O)c1cc2cc([N+](=O)[O-])c(C(F)(F)F)cc2[nH]1,43,ceil(0.5 * num_edges),22,22
11918,CCCn1c(C)c(C(=O)c2cc([N+](=O)[O-])cc3ccccc23)c2ccccc21,62,ceil(0.5 * num_edges),31,31
11919,CC[C@H](C)[C@H]([NH3+])C(=O)N[C@@H](CC(C)C)C(=O)[O-],36,ceil(0.5 * num_edges),18,18
11920,Cc1ccc(NC(=O)CN2C(=O)CCCc3cc(S(=O)(=O)N4CCC(C)CC4)ccc32)cc1C,80,ceil(0.5 * num_edges),40,40
11921,COc1cc(C(=O)Nn2c(Cl)cnc2NCc2ccc(-c3cc(Cl)cc(F)c3-c3noc(C)n3)cc2F)on1,73,ceil(0.5 * num_edges),37,37
11922,CCCCN1CCN(C(=O)c2cc(C(C)C)nn2C)CC1=O,53,ceil(0.5 * num_edges),27,27
11923,CCc1cc(Nc2cc(=O)n(CCCCOC(C)=O)c(=O)[nH]2)ccc1C,58,ceil(0.5 * num_edges),29,29
11924,CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1cccc(-c3ccccc3)c1)n2CCC(N)=O,85,ceil(0.5 * num_edges),43,43
11925,Cc1cc(C(=O)NC[C@H]2CN(c3cc(F)c4c(c3)CCCc3c(-c5cc(C)on5)n[nH]c3-4)C(=O)O2)no1,74,ceil(0.5 * num_edges),37,37
11926,C[C@H](C(=O)Nc1ccc(Cl)nc1)C12CC(NC(=O)c3cccc(Cl)c3)(C1)C2,56,ceil(0.5 * num_edges),28,28
11927,Cc1cccc(-n2nc3c4c(ccc3c2O)C(=O)c2ccccc2C4=O)c1,57,ceil(0.5 * num_edges),29,29
11928,CC(C)c1ccc(-c2cncc(N3CCN(c4ccncc4)CC3)n2)cc1,64,ceil(0.5 * num_edges),32,32
11929,CCN(C(C)=O)c1nc2ccccc2n(CC(=O)Nc2cccc(C(C)=O)c2)c1=O,65,ceil(0.5 * num_edges),33,33
11930,O=C(NCC12CC(CN1Cc1ccccc1)C2)c1cccc(Cl)c1Cl,55,ceil(0.5 * num_edges),28,28
11931,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(CCO)CC1,73,ceil(0.5 * num_edges),37,37
11932,C[N+]1=Cc2ccccc2CC1,28,ceil(0.5 * num_edges),14,14
11933,CN(C)CCSc1no[n+]([O-])c1-c1ccccc1,39,ceil(0.5 * num_edges),20,20
11934,O=C(CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,66,ceil(0.5 * num_edges),33,33
11935,Cc1nnc(O)c2c(NC(=O)CSc3nnnn3-c3ccc(O)cc3)oc(C)c12,57,ceil(0.5 * num_edges),29,29
11936,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1Cc1cccc(C(N)=O)c1,58,ceil(0.5 * num_edges),29,29
11937,CC(=O)c1ccc(OCC(O)CN2CCCC(C)C2)cc1,51,ceil(0.5 * num_edges),26,26
11938,COc1cc(O)c2c(=O)c3c(oc2c1)-c1ccc(O)cc1OC(C)(C)CC3,58,ceil(0.5 * num_edges),29,29
11939,COc1ccc(NC(=O)Cn2nc(-c3ccccc3)c3cnc4ccc(C)cc4c32)cc1,71,ceil(0.5 * num_edges),36,36
11940,COc1ccc(-c2cc(-c3ccc(-n4cncn4)cc3)cnc2N)cn1,56,ceil(0.5 * num_edges),28,28
11941,CCN(CC)C(=O)c1cc(=O)n(CC(O)=Nc2ccc(F)cc2F)c2ccccc12,63,ceil(0.5 * num_edges),32,32
11942,S=c1[nH]cc(-c2ccccc2)[nH]1,24,ceil(0.5 * num_edges),12,12
11943,Cc1csc2nc(-c3ccc([N+](=O)[O-])cc3)c(/C=N/N=C(N)N)n12,48,ceil(0.5 * num_edges),24,24
11944,CN(C)C(=O)CN(Cc1ccc(C#N)cc1)C(=O)CSc1ccccc1Cl,58,ceil(0.5 * num_edges),29,29
11945,O=C(Nc1ccc2c(c1)C(=O)N(CC1CCCO1)C2=O)c1ccccc1Br,56,ceil(0.5 * num_edges),28,28
11946,Cc1ccc(NC(=O)N(C)C)cc1NC(=O)C(C)(C)N1CCOCC1,59,ceil(0.5 * num_edges),30,30
11947,C#CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C(=O)c1ccc2nc(N(C)CC)oc2c1,85,ceil(0.5 * num_edges),43,43
11948,Cc1ccc2c(c1)CN(CCCc1ccccc1)C(=O)N2,50,ceil(0.5 * num_edges),25,25
11949,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2cc(Cl)sc12,52,ceil(0.5 * num_edges),26,26
11950,C/C(=C\c1csc(C)n1)[C@@H]1C/C=C\CC/C=C(\C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,74,ceil(0.5 * num_edges),37,37
11951,O=C(N[C@@H]1CN(Cc2ccccc2C(F)(F)F)C[C@H]1CO)C1CCC1,52,ceil(0.5 * num_edges),26,26
11952,CCCCCCCCc1c(CC)nc2ncnn2c1N,50,ceil(0.5 * num_edges),25,25
11953,CCc1c(C)sc(N=C(S)Nc2cccnc2)c1C(=O)OC,47,ceil(0.5 * num_edges),24,24
11954,Cc1ccc2c(N)[nH]nc2n1,23,ceil(0.5 * num_edges),12,12
11955,C/C=N/c1ncnc2c1cc(-c1ccc(C)cc1)n2-c1ccccc1,57,ceil(0.5 * num_edges),29,29
11956,CC(C)Cc1cnc(NC(=O)NC(C)C(C)CO)s1,45,ceil(0.5 * num_edges),23,23
11957,O=C(c1ccccc1)n1nnc2ccccc21,36,ceil(0.5 * num_edges),18,18
11958,Clc1ccccc1N/C(=N/C1CCCCC1)N1CCOCC1,52,ceil(0.5 * num_edges),26,26
11959,COC1=CC=CC=C1CNCCC2=CC(=C(C=C2OC)I)OC,52,ceil(0.5 * num_edges),26,26
11960,CCCCNc1sc2c(C)c(O)c3ccccc3c2[n+]1C,50,ceil(0.5 * num_edges),25,25
11961,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,59,ceil(0.5 * num_edges),30,30
11962,Cc1ccc(CCNC(=O)CCCn2c(=O)c3cccn3c3ccc(F)cc32)cc1,67,ceil(0.5 * num_edges),34,34
11963,COCc1cncc2c1CCN(Cc1cnn(C)c1)C2,47,ceil(0.5 * num_edges),24,24
11964,COc1cc(C(=O)N/C(=C/c2ccc(F)cc2)C(=O)NC(CCC(=O)O)C(=O)O)cc(OC)c1OC,73,ceil(0.5 * num_edges),37,37
11965,O=C(Nc1cccn2c(C(F)(F)F)nnc12)C1CC1,35,ceil(0.5 * num_edges),18,18
11966,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2F)cc1,44,ceil(0.5 * num_edges),22,22
11967,Cc1ccc(-c2cccc(C(F)(F)F)c2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,52,ceil(0.5 * num_edges),26,26
11968,CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCC1,44,ceil(0.5 * num_edges),22,22
11969,CC(C)CCCC(C)CCS(=O)(=O)CC(N)=O,44,ceil(0.5 * num_edges),22,22
11970,COC(=O)c1ccc2nc(-c3ccco3)c(Cc3ccccc3)n2c1,54,ceil(0.5 * num_edges),27,27
11971,COc1ccc2c(=O)c3ccccc3oc2c1,36,ceil(0.5 * num_edges),18,18
11972,COc1ccc2c(N(CC3CC3)c3cc(OC)c(OC)c(OC)c3)n[nH]c2n1,61,ceil(0.5 * num_edges),31,31
11973,Nc1ncnc2c1ncn2[C@@]12C[C@H]1[C@H](CO)[C@@H](O)[C@H]2O,38,ceil(0.5 * num_edges),19,19
11974,Cc1ccc2nccc(-c3sc(N)nc3-c3ccccn3)c2n1,49,ceil(0.5 * num_edges),25,25
11975,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccccc1N,51,ceil(0.5 * num_edges),26,26
11976,O=C(O)c1cc(C2Oc3cc(O)cc(O)c3CC2O)cc(=O)o1,44,ceil(0.5 * num_edges),22,22
11977,COc1cccc2c1CC(N1CCCC1)CO2,41,ceil(0.5 * num_edges),21,21
11978,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)c(O)c3)c2)C(O)C(O)C1O,60,ceil(0.5 * num_edges),30,30
11979,CCOc1ccc(/C=C/c2nc(C#N)c(NC3CCCCC3)o2)cc1,58,ceil(0.5 * num_edges),29,29
11980,O=C(Cn1cnc2c(c1=O)CN(Cc1ccccc1)CC2)Nc1ccc(F)cc1,63,ceil(0.5 * num_edges),32,32
11981,CC(=O)O[C@H]1C=CC(=O)O[C@@H]1[C@@H](NC(=O)Cc1ccccc1)[C@H](O)c1ccccc1,61,ceil(0.5 * num_edges),31,31
11982,O=C(c1ccccc1)c1ccc2[nH]c(-c3ccc(NC(=O)c4ccccc4F)cc3)nc2c1,69,ceil(0.5 * num_edges),35,35
11983,Clc1ccccc1N1CCN(c2[nH]cnc3ncnc2-3)CC1,46,ceil(0.5 * num_edges),23,23
11984,COc1ccc2c(c1)CCN2S(=O)(=O)c1ccc2c(c1)OCCO2,52,ceil(0.5 * num_edges),26,26
11985,O=c1c2c(n(O)c3ccc(Cl)cc13)CC(c1ccc(C(F)(F)F)cc1)C/C2=N\CCCN1CCCCC1,79,ceil(0.5 * num_edges),40,40
11986,Oc1ccc(O)c(C2CCCCCCC2)c1,40,ceil(0.5 * num_edges),20,20
11987,CNC(=O)c1ccc(N)cc1,25,ceil(0.5 * num_edges),13,13
11988,CCOC(=O)C1CCN(C(=O)CC(c2ccc3c(c2)OCO3)c2c(O)cc(OC)cc2OC)CC1,77,ceil(0.5 * num_edges),39,39
11989,C[C@H](NP(=O)(OC[C@H]1C=C[C@@H](n2cnc3c(N)ncnc32)C1)Oc1ccccc1)C(=O)OC(C)(C)C,77,ceil(0.5 * num_edges),39,39
11990,CC(C)N(C)C(=O)c1nc(-c2ccc(Cl)cc2)c2ccccc2n1,53,ceil(0.5 * num_edges),27,27
11991,Oc1cc(N2CCC[C@@H]2Cc2ccccc2)nc(N2CCOCC2)n1,57,ceil(0.5 * num_edges),29,29
11992,Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c3)cc2c(=O)[nH]1,68,ceil(0.5 * num_edges),34,34
11993,C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)NCCc3c[nH]c4ccccc34)[C@@H](O)[C@H]2O)c2nc(N)nc([O-])c21,70,ceil(0.5 * num_edges),35,35
11994,c1ccc(CSCc2cn3ccsc3n2)cc1,37,ceil(0.5 * num_edges),19,19
11995,Cc1cccc(C)c1-n1nnnc1S,30,ceil(0.5 * num_edges),15,15
11996,N[C@@H](CC(=O)N1CCCN(C(=O)c2ccc(C(=O)O)nc2)CC1)Cc1cc(F)c(F)cc1F,66,ceil(0.5 * num_edges),33,33
11997,O=C(NCC(c1ccco1)N1CCN(c2ccccc2)CC1)C(=O)NC1CC1,64,ceil(0.5 * num_edges),32,32
11998,C=CCc1cccc(/C=N/c2cc(Br)ccc2O)c1O,43,ceil(0.5 * num_edges),22,22
11999,COc1cc(C(=O)Nc2cccc(Oc3ccccc3C(N)=O)c2)ccc1OC(F)F,62,ceil(0.5 * num_edges),31,31
12000,Cc1cc(OCCCON/C(N)=N/C(N)=N/C(C)C)ccc1C(C)C,61,ceil(0.5 * num_edges),31,31
12001,CCOc1ccc2ccccc2c1-c1cc2nc(N)nc(N)c2cc1C,59,ceil(0.5 * num_edges),30,30
12002,CC1CCN(S(=O)(=O)c2ccc(C(=O)N3CCCCC3C(=O)O)cc2)CC1,62,ceil(0.5 * num_edges),31,31
12003,O=C(NCc1cccc(F)c1)c1cc(OCc2ccccc2)nc2ccccc12,63,ceil(0.5 * num_edges),32,32
12004,CC(=O)c1c(C)[nH]c(C(=O)OCc2ccc(Br)cc2)c1C,44,ceil(0.5 * num_edges),22,22
12005,O=C(OC(CC=C(C)C)C1C2C=CC(C2)C1C)C,46,ceil(0.5 * num_edges),23,23
12006,CC(C)C(=O)N/C(=N/c1nccn1C(C)C)Nc1ccc(Cl)c(Cl)c1,54,ceil(0.5 * num_edges),27,27
12007,Cc1[nH]c2c(c1C(=O)N[C@@H](C)Cn1cncn1)C(=O)CCC2,47,ceil(0.5 * num_edges),24,24
12008,COc1ccc(-c2sc(COc3ccc(OCC(=O)O)c(C)c3)nc2C)cc1,60,ceil(0.5 * num_edges),30,30
12009,CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(N)c(F)c2)cc1,56,ceil(0.5 * num_edges),28,28
12010,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccccc1O,50,ceil(0.5 * num_edges),25,25
12011,FC(F)(F)Cc1nc2cc(Cl)c(Cl)cc2n1Cc1cccc(Cl)c1,43,ceil(0.5 * num_edges),22,22
12012,CC(=O)OCCCC1CCCCC1,34,ceil(0.5 * num_edges),17,17
12013,N#Cc1cccc(Nc2nc(NCCN)ncc2C(N)=O)c1,47,ceil(0.5 * num_edges),24,24
12014,CN1C(=O)CC2(C)c3cc(C=O)ccc3N(C)C12,41,ceil(0.5 * num_edges),21,21
12015,COC(=O)c1cc(S(=O)(=O)NCC2CCN(Cc3ccc(C)cc3)CC2)c[nH]1,64,ceil(0.5 * num_edges),32,32
12016,CC(=O)c1ccc(N2CCN(CC(=O)Nc3ccccc3N3CCOCC3)CC2)cc1,72,ceil(0.5 * num_edges),36,36
12017,C=C(C)[C@@H]1CC=C(CN(OC)C2O[C@H](CO)[C@@H](N=[N+]=[N-])[C@H](O)[C@H]2O)CC1,54,ceil(0.5 * num_edges),27,27
12018,Cc1[nH]c2ccccc2c1/C=N/c1nc(-c2c(-c3ccc(Cl)cc3)[nH]c3ccccc23)co1,69,ceil(0.5 * num_edges),35,35
12019,O=C(NCc1c(F)cccc1Cl)c1ccc(-c2ccc3c(c2)OCCO3)s1,54,ceil(0.5 * num_edges),27,27
12020,CN(C)Cc1ccccc1Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,63,ceil(0.5 * num_edges),32,32
12021,O=C1CC(NCc2ccc3c(c2)OCO3)C(=O)N1CCc1ccccc1,57,ceil(0.5 * num_edges),29,29
12022,O=C(C1CCN(c2cnccc2-n2cc(Cl)cn2)CC1)N1CC[C@H](F)C1,55,ceil(0.5 * num_edges),28,28
12023,[O-][N+](=O)c1c(Cl)ccc(c1)S(=O)(=O)c1cc(c(Cl)cc1)[N+](=O)[O-],40,ceil(0.5 * num_edges),20,20
12024,CC(=O)Nc1cc(O)ccc1/C=C/c1ccc(O)cc1,44,ceil(0.5 * num_edges),22,22
12025,COc1ccccc1NC(=O)c1n[nH]c(=O)c2ccccc12,45,ceil(0.5 * num_edges),23,23
12026,NC(=O)c1cc(C2=Nn3c(nnc3-c3cc(Cl)cc(Cl)c3Cl)SC2)ccc1O,51,ceil(0.5 * num_edges),26,26
12027,Cc1ccccc1OCCC(=O)OCC(=O)NC1CC1,45,ceil(0.5 * num_edges),23,23
12028,CC(=O)c1ccc(NC(=O)CCc2nc(-c3ccc(C)cc3)no2)cc1,57,ceil(0.5 * num_edges),29,29
12029,CS(=O)(=O)CC[C@@H](C=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,67,ceil(0.5 * num_edges),34,34
12030,CC(C)c1cccc([C@@H](C)C(=O)NCCCN(C)C)c1,51,ceil(0.5 * num_edges),26,26
12031,CCCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(NCc2ccccc2)s1,65,ceil(0.5 * num_edges),33,33
12032,Cc1ccc(C(=O)NC2CCN(c3cc(C(N)=O)cc(Cl)n3)CC2)[nH]1,53,ceil(0.5 * num_edges),27,27
12033,COc1cc2nc(N3CCC(N4CCCC4)CC3)nc(N3CCCCC3)c2cc1OC,75,ceil(0.5 * num_edges),38,38
12034,N#Cc1ccc(Cn2cncc2CN[C@@H]2CCN(Cc3ccccc3)C2=O)cc1,65,ceil(0.5 * num_edges),33,33
12035,Nc1nc(-c2ccco2)c2nnn(Cc3cnccn3)c2n1,44,ceil(0.5 * num_edges),22,22
12036,Cc1ccc(CC(=O)Nc2nc(C)no2)cc1,37,ceil(0.5 * num_edges),19,19
12037,C=C(CC(=O)OCCCC)C(=O)OCCCC,41,ceil(0.5 * num_edges),21,21
12038,CC1CC(C)CN(S(=O)(=O)NCC(O)c2c(F)cccc2F)C1,51,ceil(0.5 * num_edges),26,26
12039,Cc1cc(C(=O)Nc2ccc(N3CCCCCC3=O)cc2F)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1,83,ceil(0.5 * num_edges),42,42
12040,CC/C=C\C/C=C\C/C=C\CCCCCCCCCc1cc(O)cc(O)c1,71,ceil(0.5 * num_edges),36,36
12041,COc1ccc(-c2c(C)[n+]([O-])c(C)c(C)[n+]2[O-])cc1OC,46,ceil(0.5 * num_edges),23,23
12042,CC1(C)CC(=O)C=C(c2ccc(-c3ccccc3)cc2)C1,51,ceil(0.5 * num_edges),26,26
12043,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,47,ceil(0.5 * num_edges),24,24
12044,Cc1ccc(-c2c3c(nn2-c2ccc[nH]2)CC(C)(C)CC3=O)cc1Cl,55,ceil(0.5 * num_edges),28,28
12045,N#Cc1cc(O)c(O)c(C(=O)NCc2ccc(F)cc2)c1,42,ceil(0.5 * num_edges),21,21
12046,O=C(OCc1ccccc1)c1cccc(CC(=O)N2C(=O)[C@@H](Cc3ccccc3)[C@H]2COC(=O)c2ccccc2)c1,88,ceil(0.5 * num_edges),44,44
12047,Cc1nc([N+](=O)[O-])c(Br)n1CCC(=O)O,27,ceil(0.5 * num_edges),14,14
12048,Cc1cc(NC(=O)Cn2nnc(-c3cccc(F)n3)n2)n(C2CCCCC2)n1,60,ceil(0.5 * num_edges),30,30
12049,COc1c(Cl)cc([N+](=O)[O-])cc1Cl,22,ceil(0.5 * num_edges),11,11
12050,C=CC(=O)OC(C)COCC(COCC(C)O)OCC(C)O,51,ceil(0.5 * num_edges),26,26
12051,CCC(=O)Nc1cc2nn(-c3ccc(N(CC)CC)cc3)nc2cc1C,61,ceil(0.5 * num_edges),31,31
12052,CCOc1ccc2c(c1)nc(S)n2C,31,ceil(0.5 * num_edges),16,16
12053,COC(=O)C1CN(C(=O)CCc2cnn(C)c2)CC1c1ccccc1,57,ceil(0.5 * num_edges),29,29
12054,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](N)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,44,ceil(0.5 * num_edges),22,22
12055,C[C@]12CC[C@@H]3c4cc(CCc5ccccc5)c(O)cc4CC[C@H]3[C@@H]1CCCC2=O,69,ceil(0.5 * num_edges),35,35
12056,C/C(=N\NC(N)=S)c1nnn(-c2ccc(C(=O)O)cc2)c1C,45,ceil(0.5 * num_edges),23,23
12057,O=C1Nc2ccccc2/C1=N/N1C(=O)/C(=C/c2ccccc2S)N=C1c1ccccc1,65,ceil(0.5 * num_edges),33,33
12058,CC1CCNc2ccccc21,28,ceil(0.5 * num_edges),14,14
12059,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1,56,ceil(0.5 * num_edges),28,28
12060,CNCC(=O)Nc1c(C)n[nH]c1C,29,ceil(0.5 * num_edges),15,15
12061,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)COC(=O)C1(c2ccccc2)CC1,65,ceil(0.5 * num_edges),33,33
12062,NC1C[C@@H](N)[C@@H](O)C(O)[C@H]1OCSc1ccnc2cc(C(F)(F)F)ccc12,51,ceil(0.5 * num_edges),26,26
12063,Cc1cc(OCc2ccc3c(-c4nnn[nH]4)cc4ccccc4c(=O)c3c2)c2c(n1)CCCC2,74,ceil(0.5 * num_edges),37,37
12064,CC1CCCc2ccccc2C1NS(=O)(=O)c1cnnn1C,51,ceil(0.5 * num_edges),26,26
12065,Cc1ccc(C(=O)/C=C/c2cn(C)c(=O)n(C)c2=O)c(C)c1,49,ceil(0.5 * num_edges),25,25
12066,COc1cc(O)c2c(c1C)C(=O)N(c1ccc3[nH]ncc3c1)C2,48,ceil(0.5 * num_edges),24,24
12067,CC1CCCC2(C)CCC3C(C)CCC(CC12)C3(C)C,58,ceil(0.5 * num_edges),29,29
12068,O=C(NC1CC1)c1ccccc1NS(=O)(=O)c1ccc(Br)cc1,49,ceil(0.5 * num_edges),25,25
12069,Cc1ccc(C)c(NC(=O)Cn2c(=O)n(CC(=O)NCCc3ccccc3)c(=O)c3ccccc32)c1,80,ceil(0.5 * num_edges),40,40
12070,COc1ccc(C(=O)OCCN2CCCCC2)cc1,45,ceil(0.5 * num_edges),23,23
12071,COc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)N2CCOCC2)C2CC2)cc1,78,ceil(0.5 * num_edges),39,39
12072,CC(COC(=S)Nc1ccc(Cl)c([N+](=O)[O-])c1)c1ccccc1,47,ceil(0.5 * num_edges),24,24
12073,CC(C)(C)OC(=O)C[C@H]1C/C=C\C[C@@H](CC(=O)NCCO)C(=O)NCCOC1=O,64,ceil(0.5 * num_edges),32,32
12074,Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCOCC3)[nH]c3ccc(Cl)cc23)c1,70,ceil(0.5 * num_edges),35,35
12075,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(/C=C/C(=O)c4ccccc4)cc3)C2=O)cc1,71,ceil(0.5 * num_edges),36,36
12076,CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)NCCCC(=O)O)OO,73,ceil(0.5 * num_edges),37,37
12077,Cc1cc(C)c(S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCc2ccccn2)c(C)c1,69,ceil(0.5 * num_edges),35,35
12078,CCCCn1c(SCC(=O)NC2CCS(=O)(=O)C2)nc2cc(S(N)(=O)=O)ccc21,64,ceil(0.5 * num_edges),32,32
12079,COc1ccc(CNC[C@@]2(COc3ccc(S(C)(=O)=O)cc3)C[C@H](O)[C@H](O)C2)cc1,67,ceil(0.5 * num_edges),34,34
12080,COc1ccc2[nH]c3c(C)c4cnccc4c(C)c3c2c1,47,ceil(0.5 * num_edges),24,24
12081,CCc1cc(NCc2cn([C@H]3CCOC3)nn2)nc(CC)n1,50,ceil(0.5 * num_edges),25,25
12082,CCOc1ccccc1C(=O)Nc1ccc(-n2nncc2-c2ccccc2)cc1,64,ceil(0.5 * num_edges),32,32
12083,CCCCOc1ncnc2c1[nH]cn2,30,ceil(0.5 * num_edges),15,15
12084,Cn1ncc2c(=O)n(Cc3csc(Cc4ccc(Cl)cc4)n3)nnc21,50,ceil(0.5 * num_edges),25,25
12085,OC(=O)/C=CC(=O)OCCC#N,23,ceil(0.5 * num_edges),12,12
12086,CC(C)Cc1ccc(C(C)C(=O)OCCN2CCN(c3cccc(Cl)c3)CC2)cc1,72,ceil(0.5 * num_edges),36,36
12087,c1ccc2c(c1)CC(c1nc3c(OCCN4CCOCC4)cc(-c4cn[nH]c4)cc3s1)CO2,72,ceil(0.5 * num_edges),36,36
12088,O=c1cc(-c2ccc(F)cc2)oc2cc(F)ccc12,37,ceil(0.5 * num_edges),19,19
12089,Nc1nn(Cc2cn(CC(=O)Nc3cccc(F)c3)nn2)c2nc(-c3ccccc3)cc(C(F)(F)F)c12,72,ceil(0.5 * num_edges),36,36
12090,O=C(CCc1nnc[nH]1)NC[C@H]1CCCN1Cc1ccccc1,52,ceil(0.5 * num_edges),26,26
12091,C(=C\c1cc2ccc(C3=NCCN3)cc2o1)\c1cc2ccc(C3=NCCN3)cc2[nH]1,66,ceil(0.5 * num_edges),33,33
12092,CCC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4c(CCO)cccc34)n2)c(OC)cc1F,70,ceil(0.5 * num_edges),35,35
12093,CC1=C(C(=O)Nc2ccccc2C)C(c2ccc(Cl)cc2)C(C(=O)Nc2ccccc2C)=C(C)N1,79,ceil(0.5 * num_edges),40,40
12094,N#CC1=C(N)Oc2c(c(C(F)(F)F)nn2-c2ccccc2)C1c1ccc([N+](=O)[O-])cc1,58,ceil(0.5 * num_edges),29,29
12095,CC(=O)OCC1OC(C#Cc2ccccc2)C=CC1OC(C)=O,50,ceil(0.5 * num_edges),25,25
12096,O=C1c2ccccc2S(=O)(=O)c2cc(C(=O)N3CCN(C(=O)c4ccccc4)CC3)ccc21,71,ceil(0.5 * num_edges),36,36
12097,CC[C@H](C)C(C)C,21,ceil(0.5 * num_edges),11,11
